country,is_payer,vertical,subvertical,inactivity_days,return_rate_percentage,total_users_inactive,returning_users,,
IND,non-payer,Gaming,Other Gaming,30,11.11,3202969,355757,,
DEU,non-payer,non-gaming,Utility & Productivity,9,11.1,39894,4428,,
BRA,non-payer,non-gaming,On-Demand,12,11.1,164952,18316,,
USA,non-payer,non-gaming,Social,16,11.1,429017,47641,,
USA,non-payer,non-gaming,Unclassified,18,11.1,331102,36739,,
CAN,non-payer,non-gaming,Entertainment,25,11.1,6826,758,,
BRA,non-payer,Gaming,MidCore,8,11.1,1472433,163443,,
BRA,payer,non-gaming,Utility & Productivity,11,11.09,34252,3800,,
DEU,non-payer,non-gaming,Finance (Financial Health & Banking),20,11.09,13838,1534,,
BRA,non-payer,non-gaming,Other Consumer,5,11.08,42981,4764,,
FRA,payer,non-gaming,Dating,10,11.08,1715,190,,
IND,payer,non-gaming,Finance (Trading & Investing),15,11.08,118957,13179,,
IND,payer,non-gaming,News,23,11.08,1237,137,,
AUS,payer,non-gaming,Generative AI,24,11.08,415,46,,
CAN,non-payer,Gaming,Other Gaming,11,11.08,119347,13218,,
IDN,payer,non-gaming,Social,18,11.07,15939,1764,,
BRA,payer,non-gaming,Social,22,11.07,11492,1272,,
CAN,payer,non-gaming,Dating,13,11.06,1727,191,,
USA,payer,non-gaming,Loyalty,25,11.06,112866,12480,,
BRA,payer,Gaming,Hypercasual,18,11.06,60892,6736,,
CAN,payer,Gaming,Hypercasual,27,11.06,6157,681,,
IND,non-payer,non-gaming,Other Consumer,2,11.05,1208359,133477,,
USA,non-payer,non-gaming,Education,7,11.05,11907,1316,,
CAN,payer,non-gaming,Social,21,11.05,1421,157,,
USA,payer,non-gaming,Other Consumer,22,11.05,9180,1014,,
IND,non-payer,non-gaming,RMG,2,11.04,778788,85974,,
BRA,non-payer,non-gaming,News,16,11.04,109636,12099,,
KOR,non-payer,non-gaming,Education,20,11.04,18182,2008,,
AUS,non-payer,non-gaming,Entertainment,30,11.04,4120,455,,
KOR,payer,non-gaming,Entertainment,26,11.03,7045,777,,
KOR,payer,non-gaming,Social,26,11.03,1142,126,,
FRA,non-payer,Gaming,Other Gaming,13,11.03,371440,40984,,
BRA,payer,non-gaming,Finance (Trading & Investing),12,11.02,11072,1220,,
IDN,payer,non-gaming,Finance (Trading & Investing),15,11.02,13279,1463,,
FRA,non-payer,non-gaming,Social,20,11.02,34801,3835,,
FRA,payer,non-gaming,Finance (Financial Health & Banking),24,11.02,490,54,,
KOR,payer,Gaming,Casino,27,11.02,880,97,,
USA,non-payer,non-gaming,E-Commerce,19,11.01,42070,4634,,
FRA,payer,non-gaming,Utility & Productivity,24,11.01,11975,1318,,
DEU,non-payer,non-gaming,Entertainment,28,11.01,10528,1159,,
CAN,non-payer,non-gaming,Social,11,11,14197,1562,,
USA,payer,non-gaming,Utility & Productivity,13,11,80098,8812,,
DEU,non-payer,non-gaming,Generative AI,7,10.99,29903,3285,,
CAN,non-payer,non-gaming,Loyalty,10,10.99,14685,1614,,
AUS,non-payer,Gaming,Hypercasual,9,10.99,16578,1822,,
IND,payer,Gaming,Other Gaming,15,10.99,398251,43754,,
AUS,payer,non-gaming,Health & Fitness,22,10.98,82,9,,
AUS,payer,non-gaming,Health & Fitness,23,10.98,82,9,,
AUS,payer,non-gaming,Health & Fitness,24,10.98,82,9,,
DEU,payer,non-gaming,Loyalty,30,10.98,13968,1533,,
AUS,payer,non-gaming,Social,22,10.97,1021,112,,
CAN,non-payer,non-gaming,Education,24,10.97,392,43,,
FRA,non-payer,non-gaming,RMG,26,10.97,2962,325,,
DEU,non-payer,Gaming,Casino,13,10.97,29538,3239,,
BRA,payer,Gaming,Casino,14,10.97,12397,1360,,
FRA,non-payer,non-gaming,Health & Fitness,2,10.96,36575,4008,,
AUS,non-payer,non-gaming,Finance (Financial Health & Banking),9,10.96,2125,233,,
USA,payer,non-gaming,Social,21,10.96,28960,3175,,
DEU,payer,non-gaming,Utility & Productivity,21,10.96,23282,2551,,
IND,payer,non-gaming,Entertainment,23,10.96,3432,376,,
USA,payer,Gaming,MidCore,25,10.96,98511,10798,,
USA,payer,Gaming,Hypercasual,26,10.96,89772,9836,,
IND,payer,non-gaming,Utility & Productivity,13,10.95,306661,33578,,
FRA,payer,non-gaming,Social,27,10.95,2558,280,,
KOR,payer,Gaming,Casino,28,10.95,877,96,,
IDN,payer,non-gaming,E-Commerce,4,10.94,457,50,,
IDN,payer,Gaming,Hypercasual,11,10.94,14938,1634,,
IND,non-payer,non-gaming,Dating,2,10.93,2018310,220528,,
DEU,payer,Gaming,Hypercasual,24,10.93,16045,1754,,
USA,non-payer,non-gaming,Entertainment,19,10.92,196734,21482,,
AUS,non-payer,non-gaming,Education,21,10.92,174,19,,
AUS,non-payer,non-gaming,Education,22,10.92,174,19,,
AUS,payer,non-gaming,Generative AI,25,10.92,412,45,,
IND,payer,non-gaming,Education,6,10.91,10353,1130,,
IDN,non-payer,Gaming,MidCore,7,10.91,559092,61014,,
DEU,non-payer,Gaming,MidCore,9,10.91,266593,29089,,
KOR,non-payer,Gaming,Other Gaming,11,10.91,168788,18413,,
AUS,non-payer,non-gaming,Loyalty,11,10.9,7278,793,,
USA,payer,non-gaming,Education,14,10.9,1459,159,,
AUS,non-payer,Gaming,Casino,18,10.9,17719,1931,,
CAN,payer,Gaming,MidCore,19,10.9,9835,1072,,
BRA,payer,Gaming,Other Gaming,20,10.9,250112,27263,,
AUS,payer,non-gaming,Dating,13,10.89,1139,124,,
IND,payer,non-gaming,Finance (Financial Health & Banking),3,10.88,5119,557,,
BRA,payer,non-gaming,Other Consumer,7,10.88,1764,192,,
DEU,payer,non-gaming,Health & Fitness,8,10.88,7791,848,,
USA,non-payer,non-gaming,On-Demand,9,10.88,46947,5108,,
IND,payer,non-gaming,News,24,10.88,1232,134,,
IND,payer,Gaming,Casino,12,10.87,23431,2546,,
CAN,non-payer,non-gaming,Finance (Trading & Investing),8,10.86,7376,801,,
USA,payer,non-gaming,Dating,12,10.86,33212,3607,,
DEU,payer,non-gaming,Generative AI,23,10.86,2063,224,,
AUS,payer,non-gaming,Utility & Productivity,26,10.86,856,93,,
FRA,payer,non-gaming,Social,28,10.86,2550,277,,
DEU,payer,Gaming,Other Gaming,26,10.86,98366,10682,,
USA,payer,non-gaming,Health & Fitness,19,10.85,2544,276,,
AUS,non-payer,Gaming,Other Gaming,15,10.85,69032,7489,,
BRA,payer,non-gaming,Health & Fitness,2,10.84,1458,158,,
USA,non-payer,non-gaming,Generative AI,7,10.84,330155,35775,,
KOR,payer,non-gaming,Generative AI,14,10.84,1282,139,,
BRA,non-payer,non-gaming,Finance (Financial Health & Banking),17,10.84,504925,54721,,
USA,non-payer,non-gaming,Social,17,10.84,426363,46216,,
AUS,payer,non-gaming,Other Consumer,21,10.84,249,27,,
AUS,payer,non-gaming,Generative AI,23,10.84,415,45,,
CAN,payer,non-gaming,Utility & Productivity,26,10.84,1568,170,,
DEU,payer,non-gaming,Social,28,10.84,5508,597,,
USA,payer,Gaming,Casino,29,10.84,36352,3941,,
BRA,payer,non-gaming,Education,9,10.83,157,17,,
DEU,non-payer,non-gaming,Loyalty,10,10.83,28650,3103,,
IND,payer,non-gaming,News,25,10.83,1228,133,,
AUS,payer,Gaming,Casino,27,10.83,1330,144,,
FRA,non-payer,non-gaming,Loyalty,10,10.82,32000,3464,,
FRA,non-payer,non-gaming,RMG,27,10.82,2949,319,,
USA,non-payer,non-gaming,Travel,1,10.81,24364,2634,,
AUS,non-payer,non-gaming,Travel,8,10.81,620,67,,
AUS,non-payer,non-gaming,Finance (Trading & Investing),15,10.81,7689,831,,
KOR,non-payer,Gaming,Casino,21,10.81,15980,1727,,
AUS,payer,Gaming,Hypercasual,27,10.81,3098,335,,
CAN,payer,Gaming,Hypercasual,28,10.81,6132,663,,
IDN,payer,non-gaming,Education,15,10.8,648,70,,
CAN,payer,Gaming,Other Gaming,29,10.8,48904,5280,,
KOR,non-payer,non-gaming,Finance (Trading & Investing),14,10.79,95702,10325,,
AUS,payer,non-gaming,Utility & Productivity,27,10.79,853,92,,
IDN,non-payer,Gaming,Hypercasual,4,10.79,79637,8596,,
KOR,payer,Gaming,Other Gaming,16,10.79,100967,10896,,
USA,payer,non-gaming,Generative AI,17,10.78,13996,1509,,
IDN,payer,Gaming,Other Gaming,15,10.78,35593,3838,,
IND,non-payer,non-gaming,News,2,10.77,24255,2612,,
FRA,payer,non-gaming,Other Consumer,16,10.77,2368,255,,
CAN,non-payer,non-gaming,Finance (Financial Health & Banking),11,10.76,2463,265,,
USA,non-payer,non-gaming,Utility & Productivity,13,10.76,349515,37610,,
IND,non-payer,non-gaming,Finance (Trading & Investing),22,10.76,1070706,115191,,
BRA,non-payer,non-gaming,Entertainment,26,10.76,127155,13682,,
KOR,non-payer,non-gaming,News,2,10.75,1991,214,,
FRA,non-payer,non-gaming,Other Consumer,10,10.75,52399,5634,,
IDN,payer,non-gaming,Utility & Productivity,10,10.75,20723,2227,,
FRA,payer,non-gaming,Generative AI,16,10.75,1497,161,,
USA,non-payer,non-gaming,Finance (Financial Health & Banking),21,10.75,130203,13993,,
FRA,payer,non-gaming,Utility & Productivity,25,10.75,11922,1282,,
CAN,payer,non-gaming,Entertainment,30,10.75,2223,239,,
AUS,non-payer,non-gaming,Other Consumer,11,10.74,4805,516,,
KOR,payer,non-gaming,Social,27,10.74,1136,122,,
USA,payer,non-gaming,Entertainment,28,10.74,29811,3202,,
FRA,payer,Gaming,Hypercasual,24,10.74,11707,1257,,
FRA,payer,Gaming,Other Gaming,27,10.74,108157,11611,,
USA,payer,Gaming,Other Gaming,27,10.74,570146,61207,,
CAN,payer,Gaming,Casino,29,10.74,2243,241,,
USA,non-payer,non-gaming,Loyalty,10,10.73,249825,26818,,
FRA,non-payer,non-gaming,Utility & Productivity,10,10.73,30473,3269,,
USA,non-payer,non-gaming,Finance (Trading & Investing),12,10.73,45850,4921,,
FRA,payer,Gaming,MidCore,19,10.73,20585,2209,,
DEU,non-payer,non-gaming,Entertainment,29,10.72,10485,1124,,
IDN,payer,non-gaming,Entertainment,30,10.72,4860,521,,
FRA,non-payer,Gaming,MidCore,11,10.72,188294,20183,,
USA,non-payer,Gaming,Casino,13,10.72,487455,52253,,
IDN,payer,Gaming,Casino,14,10.72,10199,1093,,
IDN,non-payer,non-gaming,E-Commerce,10,10.71,291207,31199,,
IND,payer,non-gaming,Entertainment,24,10.71,3418,366,,
IND,non-payer,Gaming,MidCore,11,10.71,1337454,143292,,
IND,payer,non-gaming,Social,10,10.7,97774,10466,,
USA,payer,non-gaming,Loyalty,26,10.7,112257,12015,,
FRA,non-payer,Gaming,Casino,21,10.7,18987,2032,,
IDN,non-payer,non-gaming,RMG,1,10.69,2264,242,,
IDN,non-payer,non-gaming,Other Consumer,5,10.69,12735,1362,,
FRA,non-payer,non-gaming,On-Demand,13,10.69,1375,147,,
IND,payer,non-gaming,Health & Fitness,5,10.68,103,11,,
DEU,non-payer,non-gaming,Finance (Trading & Investing),7,10.68,29051,3102,,
FRA,payer,non-gaming,Finance (Trading & Investing),7,10.68,1329,142,,
BRA,payer,non-gaming,Dating,13,10.68,19146,2044,,
IDN,non-payer,non-gaming,Entertainment,19,10.68,117632,12565,,
BRA,payer,non-gaming,On-Demand,21,10.68,637,68,,
KOR,payer,Gaming,Hypercasual,19,10.68,12548,1340,,
IND,payer,non-gaming,On-Demand,7,10.67,162988,17398,,
IDN,non-payer,non-gaming,On-Demand,18,10.67,31188,3327,,
DEU,non-payer,non-gaming,Finance (Financial Health & Banking),21,10.67,13758,1468,,
CAN,non-payer,non-gaming,Entertainment,26,10.67,6787,724,,
CAN,non-payer,Gaming,Hypercasual,6,10.67,28522,3042,,
DEU,payer,Gaming,MidCore,19,10.67,31293,3340,,
USA,payer,non-gaming,Travel,14,10.66,122,13,,
IDN,payer,non-gaming,Social,19,10.66,15853,1690,,
FRA,non-payer,non-gaming,Social,21,10.66,34632,3693,,
IDN,non-payer,non-gaming,Finance (Trading & Investing),10,10.65,81356,8667,,
AUS,non-payer,non-gaming,Social,10,10.65,10275,1094,,
USA,non-payer,non-gaming,Other Consumer,15,10.65,137070,14602,,
KOR,payer,non-gaming,Entertainment,27,10.65,7006,746,,
CAN,non-payer,non-gaming,Health & Fitness,3,10.64,8095,861,,
BRA,non-payer,non-gaming,News,17,10.64,109013,11604,,
FRA,non-payer,Gaming,Hypercasual,6,10.64,90155,9592,,
KOR,payer,Gaming,Casino,29,10.64,874,93,,
DEU,non-payer,non-gaming,Social,14,10.63,58568,6228,,
BRA,payer,non-gaming,Social,23,10.63,11427,1215,,
CAN,payer,non-gaming,Dating,14,10.62,1714,182,,
USA,non-payer,Gaming,Other Gaming,12,10.62,1255299,133329,,
DEU,payer,Gaming,Casino,24,10.62,3088,328,,
FRA,non-payer,non-gaming,Generative AI,7,10.61,62735,6656,,
KOR,payer,non-gaming,RMG,8,10.61,528,56,,
AUS,payer,non-gaming,Finance (Trading & Investing),25,10.61,66,7,,
IDN,payer,non-gaming,Dating,12,10.6,8658,918,,
USA,non-payer,non-gaming,Unclassified,19,10.6,328861,34847,,
USA,non-payer,non-gaming,E-Commerce,20,10.6,41835,4433,,
IDN,non-payer,non-gaming,Loyalty,8,10.59,43939,4654,,
IDN,payer,Gaming,MidCore,17,10.59,35586,3770,,
DEU,payer,Gaming,Hypercasual,25,10.59,15963,1691,,
IDN,payer,non-gaming,Other Consumer,14,10.58,312,33,,
BRA,payer,Gaming,Hypercasual,19,10.58,60491,6397,,
CAN,payer,non-gaming,Generative AI,17,10.57,473,50,,
KOR,non-payer,non-gaming,Education,21,10.57,18071,1911,,
CAN,payer,non-gaming,Utility & Productivity,27,10.57,1561,165,,
KOR,non-payer,Gaming,Hypercasual,4,10.57,26506,2801,,
AUS,payer,Gaming,MidCore,22,10.57,6232,659,,
USA,non-payer,non-gaming,RMG,13,10.56,119317,12598,,
IDN,non-payer,Gaming,Other Gaming,8,10.56,207787,21942,,
USA,non-payer,Gaming,MidCore,15,10.56,1600299,169056,,
USA,payer,Gaming,MidCore,26,10.56,97941,10340,,
CAN,non-payer,non-gaming,On-Demand,3,10.55,13607,1435,,
KOR,non-payer,non-gaming,Utility & Productivity,12,10.55,66707,7035,,
IND,non-payer,Gaming,Hypercasual,6,10.55,746583,78789,,
BRA,payer,Gaming,MidCore,17,10.55,43383,4579,,
CAN,non-payer,non-gaming,Social,12,10.54,14108,1487,,
BRA,payer,non-gaming,Utility & Productivity,12,10.54,34017,3587,,
DEU,non-payer,Gaming,Other Gaming,12,10.54,349288,36799,,
IND,payer,Gaming,Hypercasual,18,10.54,177844,18744,,
USA,payer,Gaming,Hypercasual,27,10.54,89235,9401,,
USA,payer,non-gaming,News,3,10.53,209,22,,
AUS,payer,non-gaming,Finance (Financial Health & Banking),27,10.53,76,8,,
KOR,payer,non-gaming,Loyalty,14,10.52,7004,737,,
KOR,non-payer,Gaming,MidCore,11,10.51,640080,67250,,
USA,payer,Gaming,Casino,30,10.51,36171,3801,,
DEU,payer,non-gaming,Finance (Trading & Investing),5,10.5,2020,212,,
FRA,non-payer,non-gaming,On-Demand,14,10.5,1371,144,,
DEU,payer,non-gaming,Dating,14,10.5,3742,393,,
KOR,payer,non-gaming,Travel,23,10.5,7257,762,,
DEU,non-payer,Gaming,Hypercasual,5,10.5,127154,13353,,
AUS,payer,non-gaming,Generative AI,26,10.49,410,43,,
IDN,payer,non-gaming,Health & Fitness,3,10.48,105,11,,
DEU,non-payer,non-gaming,Education,9,10.48,1107,116,,
USA,non-payer,non-gaming,On-Demand,10,10.48,46671,4891,,
USA,non-payer,non-gaming,Entertainment,20,10.48,195559,20495,,
AUS,payer,non-gaming,Other Consumer,22,10.48,248,26,,
CAN,payer,non-gaming,Social,22,10.48,1412,148,,
USA,payer,non-gaming,E-Commerce,26,10.48,1536,161,,
IND,payer,non-gaming,News,26,10.48,1221,128,,
CAN,non-payer,Gaming,Casino,11,10.48,34723,3638,,
DEU,payer,non-gaming,Health & Fitness,9,10.47,7745,811,,
USA,payer,non-gaming,Social,22,10.47,28780,3012,,
FRA,payer,non-gaming,Finance (Financial Health & Banking),25,10.47,487,51,,
BRA,non-payer,Gaming,Casino,7,10.47,91299,9555,,
KOR,non-payer,non-gaming,Other Consumer,11,10.46,79450,8309,,
CAN,non-payer,Gaming,MidCore,12,10.46,98761,10333,,
CAN,non-payer,Gaming,Other Gaming,12,10.46,118411,12382,,
USA,non-payer,non-gaming,Social,18,10.45,423979,44292,,
DEU,payer,non-gaming,Utility & Productivity,22,10.45,23115,2416,,
USA,payer,non-gaming,Other Consumer,23,10.44,9111,951,,
BRA,non-payer,non-gaming,Social,4,10.43,174937,18253,,
AUS,non-payer,Gaming,MidCore,10,10.43,60800,6342,,
KOR,non-payer,non-gaming,Dating,6,10.42,12259,1278,,
BRA,non-payer,non-gaming,Education,9,10.42,1469,153,,
KOR,payer,non-gaming,Social,28,10.42,1132,118,,
CAN,payer,Gaming,MidCore,20,10.42,9769,1018,,
CAN,payer,non-gaming,Health & Fitness,9,10.41,317,33,,
FRA,payer,non-gaming,Dating,11,10.41,1701,177,,
KOR,payer,Gaming,MidCore,14,10.41,92401,9615,,
DEU,payer,Gaming,Other Gaming,27,10.41,97768,10179,,
CAN,payer,Gaming,Other Gaming,30,10.41,48634,5065,,
BRA,non-payer,non-gaming,Finance (Financial Health & Banking),18,10.4,501928,52211,,
FRA,payer,non-gaming,Utility & Productivity,26,10.4,11858,1233,,
IND,payer,non-gaming,Dating,7,10.39,94658,9835,,
USA,non-payer,non-gaming,Education,8,10.39,11812,1227,,
FRA,non-payer,non-gaming,Education,11,10.39,1039,108,,
USA,payer,non-gaming,Utility & Productivity,14,10.39,79482,8258,,
IDN,payer,non-gaming,Education,16,10.39,645,67,,
USA,payer,non-gaming,Generative AI,18,10.39,13921,1446,,
AUS,payer,Gaming,Hypercasual,28,10.39,3079,320,,
DEU,non-payer,non-gaming,Utility & Productivity,10,10.38,39541,4105,,
BRA,non-payer,non-gaming,Entertainment,27,10.38,126472,13126,,
BRA,non-payer,non-gaming,Finance (Trading & Investing),9,10.37,100868,10460,,
KOR,non-payer,non-gaming,Travel,17,10.37,49621,5145,,
KOR,payer,non-gaming,Finance (Trading & Investing),20,10.37,2102,218,,
AUS,payer,non-gaming,Social,23,10.37,1013,105,,
AUS,non-payer,Gaming,Hypercasual,10,10.37,16450,1706,,
FRA,payer,Gaming,Hypercasual,25,10.37,11649,1208,,
KOR,non-payer,non-gaming,Health & Fitness,11,10.36,148067,15346,,
BRA,payer,non-gaming,Finance (Trading & Investing),13,10.36,10980,1137,,
USA,payer,non-gaming,Health & Fitness,20,10.36,2529,262,,
BRA,payer,Gaming,Other Gaming,21,10.36,248341,25732,,
CAN,payer,Gaming,Hypercasual,29,10.36,6090,631,,
IDN,non-payer,non-gaming,Education,7,10.35,5516,571,,
USA,non-payer,non-gaming,Finance (Financial Health & Banking),22,10.35,129476,13400,,
IND,non-payer,non-gaming,Finance (Trading & Investing),23,10.35,1064577,110186,,
FRA,non-payer,Gaming,Other Gaming,14,10.35,368251,38098,,
CAN,non-payer,non-gaming,Generative AI,6,10.34,12825,1326,,
USA,payer,non-gaming,Entertainment,29,10.34,29642,3065,,
DEU,payer,non-gaming,Social,29,10.34,5472,566,,
CAN,non-payer,non-gaming,Other Consumer,8,10.33,6450,666,,
IND,payer,non-gaming,Generative AI,11,10.33,242,25,,
KOR,non-payer,non-gaming,Generative AI,14,10.33,82518,8521,,
IND,payer,non-gaming,Utility & Productivity,14,10.33,304292,31431,,
USA,payer,non-gaming,Loyalty,27,10.33,111637,11535,,
USA,payer,Gaming,Other Gaming,28,10.33,566873,58560,,
AUS,payer,non-gaming,E-Commerce,4,10.31,97,10,,
AUS,payer,non-gaming,E-Commerce,5,10.31,97,10,,
FRA,non-payer,non-gaming,Social,22,10.31,34457,3554,,
IDN,payer,non-gaming,News,22,10.31,1329,137,,
AUS,non-payer,Gaming,Other Gaming,16,10.31,68554,7071,,
DEU,non-payer,non-gaming,Dating,5,10.3,38898,4007,,
CAN,payer,non-gaming,Utility & Productivity,28,10.3,1553,160,,
FRA,payer,non-gaming,Finance (Financial Health & Banking),26,10.29,486,50,,
IND,payer,Gaming,Other Gaming,16,10.29,394817,40614,,
AUS,payer,Gaming,Casino,28,10.29,1322,136,,
IDN,payer,non-gaming,Finance (Trading & Investing),16,10.28,13166,1353,,
CAN,non-payer,non-gaming,Education,25,10.28,389,40,,
IND,payer,non-gaming,News,27,10.28,1216,125,,
DEU,non-payer,non-gaming,Entertainment,30,10.28,10429,1072,,
AUS,non-payer,Gaming,Casino,19,10.28,17584,1807,,
CAN,payer,non-gaming,Other Consumer,14,10.27,263,27,,
BRA,non-payer,non-gaming,News,18,10.27,108413,11136,,
IDN,payer,non-gaming,Social,20,10.27,15765,1619,,
FRA,payer,non-gaming,Social,29,10.26,2533,260,,
FRA,payer,Gaming,MidCore,20,10.26,20455,2099,,
FRA,payer,Gaming,Other Gaming,28,10.26,107472,11023,,
AUS,payer,Gaming,Hypercasual,29,10.26,3069,315,,
FRA,non-payer,non-gaming,Finance (Financial Health & Banking),6,10.24,13755,1408,,
FRA,payer,non-gaming,Other Consumer,17,10.24,2353,241,,
CAN,non-payer,non-gaming,Entertainment,27,10.24,6747,691,,
FRA,non-payer,Gaming,Casino,22,10.24,18870,1932,,
KOR,non-payer,Gaming,Casino,22,10.24,15854,1624,,
KOR,payer,Gaming,Casino,30,10.24,869,89,,
KOR,non-payer,non-gaming,RMG,3,10.23,27414,2804,,
KOR,non-payer,non-gaming,Loyalty,9,10.23,13572,1389,,
KOR,payer,Gaming,Other Gaming,17,10.23,100253,10259,,
USA,non-payer,non-gaming,Dating,5,10.22,188355,19245,,
USA,non-payer,non-gaming,On-Demand,11,10.22,46459,4750,,
USA,payer,non-gaming,Education,15,10.22,1448,148,,
USA,non-payer,non-gaming,E-Commerce,21,10.22,41604,4253,,
KOR,non-payer,non-gaming,Education,22,10.22,17984,1838,,
CAN,payer,Gaming,Casino,30,10.22,2230,228,,
IND,non-payer,non-gaming,On-Demand,8,10.21,1413291,144306,,
USA,payer,non-gaming,Dating,13,10.21,32932,3363,,
BRA,payer,non-gaming,Social,24,10.21,11357,1159,,
KOR,payer,non-gaming,Social,29,10.21,1126,115,,
BRA,non-payer,Gaming,Other Gaming,11,10.21,684476,69903,,
IDN,non-payer,non-gaming,Finance (Financial Health & Banking),2,10.2,24107,2459,,
IDN,non-payer,non-gaming,Entertainment,20,10.2,116904,11928,,
AUS,payer,non-gaming,Social,24,10.2,1010,103,,
KOR,non-payer,Gaming,Other Gaming,12,10.2,167343,17061,,
DEU,payer,Gaming,Casino,25,10.2,3069,313,,
FRA,non-payer,non-gaming,RMG,28,10.19,2925,298,,
KOR,payer,non-gaming,Entertainment,28,10.19,6960,709,,
DEU,non-payer,Gaming,Casino,14,10.19,29263,2982,,
DEU,payer,Gaming,MidCore,20,10.19,31090,3169,,
KOR,non-payer,non-gaming,Social,6,10.18,25896,2636,,
DEU,non-payer,non-gaming,Education,10,10.18,1100,112,,
DEU,non-payer,non-gaming,Finance (Financial Health & Banking),22,10.18,13664,1391,,
IND,payer,non-gaming,Entertainment,25,10.18,3398,346,,
DEU,non-payer,non-gaming,RMG,8,10.17,3983,405,,
KOR,payer,non-gaming,Dating,10,10.17,1023,104,,
AUS,non-payer,non-gaming,Social,11,10.17,10208,1038,,
AUS,payer,non-gaming,Utility & Productivity,28,10.17,846,86,,
IDN,payer,Gaming,Hypercasual,12,10.17,14798,1505,,
BRA,payer,Gaming,Casino,15,10.17,12277,1248,,
AUS,non-payer,non-gaming,Finance (Trading & Investing),16,10.16,7627,775,,
USA,non-payer,non-gaming,Other Consumer,16,10.16,136190,13841,,
DEU,non-payer,Gaming,MidCore,10,10.16,264169,26835,,
IND,non-payer,non-gaming,Utility & Productivity,4,10.15,3035150,308127,,
FRA,non-payer,non-gaming,Dating,7,10.15,37174,3772,,
IND,payer,non-gaming,Finance (Trading & Investing),16,10.15,117671,11941,,
AUS,payer,Gaming,MidCore,23,10.15,6200,629,,
FRA,non-payer,non-gaming,Loyalty,11,10.14,31729,3218,,
KOR,payer,non-gaming,Generative AI,15,10.14,1272,129,,
CAN,payer,non-gaming,Social,23,10.14,1400,142,,
DEU,payer,non-gaming,Education,26,10.14,69,7,,
FRA,payer,non-gaming,Finance (Financial Health & Banking),27,10.14,483,49,,
DEU,payer,Gaming,Hypercasual,26,10.14,15865,1608,,
USA,payer,Gaming,MidCore,27,10.14,97367,9871,,
USA,payer,Gaming,Hypercasual,28,10.14,88730,9000,,
CAN,non-payer,non-gaming,News,8,10.13,474,48,,
CAN,payer,non-gaming,Health & Fitness,10,10.13,316,32,,
USA,non-payer,non-gaming,Unclassified,20,10.13,326769,33097,,
IDN,payer,non-gaming,News,23,10.13,1323,134,,
USA,payer,non-gaming,Other Consumer,24,10.13,9069,919,,
CAN,payer,non-gaming,Utility & Productivity,29,10.13,1550,157,,
DEU,non-payer,non-gaming,Social,15,10.12,58173,5887,,
DEU,payer,non-gaming,Utility & Productivity,23,10.12,23004,2327,,
DEU,payer,non-gaming,Generative AI,24,10.12,2045,207,,
IDN,non-payer,non-gaming,News,2,10.11,24965,2524,,
FRA,payer,non-gaming,Health & Fitness,4,10.11,3283,332,,
CAN,non-payer,non-gaming,Loyalty,11,10.11,14527,1468,,
IND,payer,non-gaming,Social,11,10.11,97025,9810,,
AUS,payer,non-gaming,Dating,14,10.11,1128,114,,
FRA,non-payer,non-gaming,On-Demand,15,10.11,1365,138,,
FRA,payer,non-gaming,Generative AI,17,10.11,1484,150,,
IDN,payer,Gaming,Other Gaming,16,10.11,35289,3566,,
IDN,non-payer,non-gaming,Dating,3,10.1,135190,13660,,
DEU,non-payer,non-gaming,Generative AI,8,10.1,29591,2990,,
DEU,non-payer,non-gaming,Health & Fitness,4,10.09,61794,6235,,
AUS,non-payer,non-gaming,Finance (Financial Health & Banking),10,10.09,2102,212,,
DEU,non-payer,non-gaming,Loyalty,11,10.09,28383,2864,,
KOR,payer,Gaming,Hypercasual,20,10.09,12454,1256,,
AUS,payer,Gaming,Casino,29,10.09,1318,133,,
USA,non-payer,non-gaming,Utility & Productivity,14,10.08,346602,34944,,
KOR,non-payer,non-gaming,Finance (Trading & Investing),15,10.08,94840,9564,,
USA,non-payer,non-gaming,Social,19,10.08,421750,42532,,
IDN,payer,non-gaming,News,24,10.08,1319,133,,
CAN,non-payer,non-gaming,Education,26,10.08,387,39,,
CAN,non-payer,non-gaming,Education,27,10.08,387,39,,
BRA,payer,Gaming,Hypercasual,20,10.08,60092,6058,,
FRA,non-payer,non-gaming,Utility & Productivity,11,10.07,30222,3043,,
USA,non-payer,non-gaming,Entertainment,21,10.07,194479,19584,,
IND,non-payer,Gaming,Casino,3,10.07,1051497,105887,,
IDN,payer,non-gaming,Dating,13,10.06,8595,865,,
DEU,payer,non-gaming,Social,30,10.06,5449,548,,
KOR,non-payer,non-gaming,Entertainment,7,10.05,77047,7744,,
BRA,non-payer,Gaming,MidCore,9,10.05,1454452,146146,,
IND,non-payer,non-gaming,Loyalty,4,10.04,263866,26487,,
AUS,non-payer,non-gaming,Utility & Productivity,5,10.04,11488,1153,,
IDN,payer,non-gaming,Utility & Productivity,11,10.04,20548,2063,,
CAN,non-payer,non-gaming,Finance (Financial Health & Banking),12,10.04,2440,245,,
USA,non-payer,non-gaming,Finance (Trading & Investing),13,10.04,45440,4560,,
BRA,payer,non-gaming,Utility & Productivity,13,10.04,33785,3391,,
IDN,payer,Gaming,MidCore,18,10.04,35330,3547,,
USA,non-payer,non-gaming,Health & Fitness,3,10.03,88472,8876,,
