country,is_payer,vertical,subvertical,inactivity_days,return_rate_percentage,total_users_inactive,returning_users,,
USA,payer,non-gaming,Unclassified,26,14.84,19887,2951,,
FRA,payer,non-gaming,Utility & Productivity,16,14.83,12664,1878,,
DEU,payer,non-gaming,Loyalty,19,14.83,14914,2212,,
BRA,payer,non-gaming,Finance (Financial Health & Banking),26,14.83,5726,849,,
FRA,payer,Gaming,MidCore,13,14.83,21733,3222,,
AUS,payer,Gaming,Other Gaming,23,14.82,24574,3641,,
IND,payer,non-gaming,Health & Fitness,3,14.81,108,16,,
KOR,non-payer,non-gaming,Travel,12,14.81,52383,7757,,
FRA,payer,non-gaming,Finance (Financial Health & Banking),16,14.81,513,76,,
KOR,payer,non-gaming,Social,19,14.81,1202,178,,
CAN,payer,non-gaming,Entertainment,21,14.81,2356,349,,
IND,payer,Gaming,Casino,9,14.81,24556,3637,,
USA,payer,Gaming,Other Gaming,19,14.81,603871,89450,,
IDN,non-payer,non-gaming,E-Commerce,6,14.8,306141,45311,,
DEU,payer,non-gaming,Generative AI,16,14.8,2175,322,,
AUS,non-payer,Gaming,MidCore,6,14.8,64092,9488,,
KOR,non-payer,Gaming,MidCore,7,14.79,674466,99772,,
FRA,non-payer,non-gaming,Loyalty,6,14.77,33602,4964,,
AUS,non-payer,non-gaming,Finance (Trading & Investing),11,14.77,8072,1192,,
FRA,non-payer,non-gaming,Travel,23,14.77,7501,1108,,
DEU,payer,non-gaming,Entertainment,24,14.77,1300,192,,
FRA,non-payer,Gaming,MidCore,7,14.76,197839,29192,,
BRA,payer,non-gaming,Dating,8,14.75,20140,2970,,
AUS,payer,non-gaming,Generative AI,17,14.75,434,64,,
IDN,payer,Gaming,Casino,11,14.75,10706,1579,,
USA,payer,Gaming,MidCore,18,14.75,103872,15325,,
DEU,payer,Gaming,Hypercasual,17,14.74,16908,2492,,
IND,non-payer,Gaming,Other Gaming,19,14.74,3407719,502130,,
CAN,non-payer,non-gaming,Education,14,14.73,414,61,,
USA,non-payer,non-gaming,Finance (Financial Health & Banking),14,14.73,137493,20259,,
DEU,payer,non-gaming,Dating,9,14.72,3940,580,,
CAN,non-payer,non-gaming,Entertainment,17,14.72,7201,1060,,
KOR,payer,Gaming,Hypercasual,13,14.72,13202,1943,,
USA,non-payer,non-gaming,On-Demand,3,14.71,49471,7275,,
FRA,payer,non-gaming,Social,19,14.7,2701,397,,
CAN,payer,non-gaming,Social,14,14.69,1498,220,,
IDN,payer,non-gaming,Other Consumer,10,14.68,327,48,,
CAN,payer,non-gaming,Utility & Productivity,18,14.68,1655,243,,
BRA,payer,non-gaming,Entertainment,27,14.68,6636,974,,
USA,payer,non-gaming,Education,8,14.67,1534,225,,
DEU,payer,non-gaming,Education,14,14.67,75,11,,
DEU,payer,non-gaming,Education,15,14.67,75,11,,
AUS,non-payer,non-gaming,Education,16,14.67,184,27,,
DEU,payer,non-gaming,Education,16,14.67,75,11,,
AUS,non-payer,non-gaming,Entertainment,22,14.67,4343,637,,
DEU,non-payer,non-gaming,On-Demand,26,14.67,18626,2732,,
AUS,payer,non-gaming,Dating,9,14.66,1194,175,,
IND,payer,non-gaming,Finance (Trading & Investing),12,14.66,124118,18199,,
CAN,non-payer,non-gaming,Other Consumer,5,14.65,6783,994,,
KOR,non-payer,non-gaming,Health & Fitness,7,14.63,155689,22773,,
USA,non-payer,non-gaming,Finance (Trading & Investing),8,14.63,48138,7043,,
IDN,payer,non-gaming,Dating,8,14.63,9100,1331,,
DEU,non-payer,non-gaming,Finance (Financial Health & Banking),13,14.63,14575,2133,,
IND,non-payer,non-gaming,Finance (Trading & Investing),15,14.63,1129019,165156,,
AUS,payer,non-gaming,Utility & Productivity,18,14.63,902,132,,
BRA,non-payer,non-gaming,E-Commerce,28,14.62,360606,52726,,
IDN,payer,Gaming,Other Gaming,11,14.62,37297,5453,,
IND,payer,Gaming,MidCore,28,14.62,114773,16784,,
AUS,payer,non-gaming,Loyalty,25,14.61,3402,497,,
CAN,payer,Gaming,Other Gaming,21,14.61,51637,7545,,
CAN,payer,Gaming,Casino,22,14.61,2368,346,,
USA,payer,non-gaming,RMG,29,14.6,7683,1122,,
BRA,payer,Gaming,MidCore,12,14.6,45643,6663,,
CAN,non-payer,non-gaming,Utility & Productivity,2,14.59,15671,2287,,
AUS,payer,non-gaming,Social,16,14.59,1069,156,,
DEU,non-payer,Gaming,Casino,9,14.59,30905,4510,,
CAN,payer,non-gaming,Loyalty,21,14.58,7255,1058,,
IDN,payer,non-gaming,Entertainment,24,14.58,5109,745,,
BRA,payer,Gaming,Hypercasual,13,14.58,63756,9295,,
IDN,non-payer,non-gaming,Entertainment,13,14.57,123702,18028,,
DEU,non-payer,non-gaming,Other Consumer,30,14.57,32618,4751,,
AUS,non-payer,Gaming,Hypercasual,5,14.57,17326,2525,,
BRA,non-payer,non-gaming,Entertainment,18,14.56,134249,19553,,
FRA,non-payer,non-gaming,RMG,20,14.56,3105,452,,
FRA,payer,Gaming,Other Gaming,20,14.56,114017,16599,,
USA,non-payer,non-gaming,Other Consumer,10,14.55,144013,20953,,
IND,non-payer,non-gaming,Dating,1,14.54,2104521,305919,,
AUS,payer,Gaming,Casino,20,14.54,1396,203,,
FRA,non-payer,non-gaming,Social,13,14.52,36517,5301,,
IND,payer,non-gaming,Entertainment,17,14.52,3596,522,,
USA,payer,non-gaming,Entertainment,20,14.52,31472,4571,,
IDN,payer,Gaming,MidCore,12,14.52,37406,5431,,
AUS,non-payer,non-gaming,Loyalty,8,14.51,7604,1103,,
DEU,payer,Gaming,MidCore,13,14.51,32918,4776,,
KOR,non-payer,non-gaming,Loyalty,7,14.5,14260,2068,,
USA,payer,non-gaming,Health & Fitness,11,14.5,2711,393,,
USA,payer,non-gaming,Generative AI,12,14.5,14680,2128,,
IND,non-payer,non-gaming,Health & Fitness,1,14.48,5989,867,,
FRA,non-payer,non-gaming,Other Consumer,7,14.48,54774,7933,,
USA,payer,non-gaming,Dating,8,14.47,34751,5030,,
IDN,non-payer,Gaming,MidCore,5,14.47,582991,84339,,
DEU,non-payer,Gaming,MidCore,6,14.47,278346,40282,,
IND,non-payer,Gaming,Other Gaming,20,14.47,3390339,490465,,
IDN,payer,non-gaming,News,16,14.46,1404,203,,
BRA,payer,non-gaming,News,24,14.46,2926,423,,
KOR,payer,non-gaming,Other Consumer,27,14.46,4625,669,,
AUS,non-payer,Gaming,Casino,13,14.46,18551,2682,,
USA,payer,non-gaming,Loyalty,18,14.45,118612,17139,,
DEU,payer,non-gaming,Social,21,14.45,5785,836,,
USA,payer,non-gaming,Finance (Trading & Investing),24,14.45,1225,177,,
BRA,payer,Gaming,Other Gaming,15,14.45,261905,37844,,
CAN,payer,non-gaming,Other Consumer,11,14.44,277,40,,
DEU,payer,Gaming,Casino,18,14.44,3255,470,,
CAN,non-payer,non-gaming,News,6,14.43,499,72,,
BRA,non-payer,non-gaming,Finance (Financial Health & Banking),11,14.43,529677,76451,,
FRA,payer,non-gaming,Loyalty,22,14.43,15067,2174,,
DEU,payer,non-gaming,Finance (Financial Health & Banking),23,14.43,582,84,,
IDN,non-payer,Gaming,Casino,4,14.43,109427,15785,,
DEU,non-payer,non-gaming,Entertainment,19,14.42,11097,1600,,
FRA,non-payer,non-gaming,Travel,24,14.42,7450,1074,,
DEU,non-payer,non-gaming,E-Commerce,27,14.42,53452,7709,,
USA,non-payer,Gaming,Casino,9,14.42,510268,73583,,
BRA,non-payer,non-gaming,Generative AI,2,14.41,8424,1214,,
AUS,non-payer,non-gaming,Social,6,14.41,10773,1552,,
USA,payer,non-gaming,E-Commerce,20,14.39,1619,233,,
IDN,payer,Gaming,Hypercasual,8,14.39,15571,2240,,
KOR,payer,non-gaming,Generative AI,12,14.38,1335,192,,
FRA,non-payer,non-gaming,Entertainment,22,14.38,24372,3504,,
CAN,non-payer,non-gaming,Finance (Financial Health & Banking),7,14.37,2574,370,,
FRA,payer,non-gaming,Dating,7,14.37,1788,257,,
USA,non-payer,non-gaming,Unclassified,13,14.37,345894,49721,,
FRA,non-payer,Gaming,Casino,15,14.37,19933,2864,,
KOR,payer,non-gaming,Entertainment,20,14.36,7355,1056,,
CAN,payer,non-gaming,Entertainment,22,14.36,2340,336,,
KOR,payer,Gaming,Casino,22,14.36,919,132,,
IDN,payer,non-gaming,Education,11,14.35,676,97,,
AUS,payer,non-gaming,Generative AI,18,14.35,432,62,,
DEU,payer,non-gaming,E-Commerce,28,14.35,460,66,,
USA,payer,Gaming,Hypercasual,19,14.35,94264,13530,,
CAN,payer,Gaming,Hypercasual,20,14.35,6462,927,,
IND,payer,non-gaming,Finance (Financial Health & Banking),2,14.34,5326,764,,
USA,payer,non-gaming,Unclassified,27,14.34,19741,2831,,
DEU,non-payer,non-gaming,Finance (Trading & Investing),5,14.33,30316,4343,,
USA,non-payer,non-gaming,E-Commerce,13,14.32,44025,6305,,
USA,non-payer,non-gaming,Entertainment,13,14.32,206042,29505,,
DEU,payer,non-gaming,Utility & Productivity,15,14.32,24402,3495,,
DEU,payer,non-gaming,Entertainment,25,14.32,1292,185,,
USA,payer,non-gaming,Finance (Financial Health & Banking),26,14.32,4240,607,,
USA,non-payer,non-gaming,Utility & Productivity,9,14.31,365285,52285,,
FRA,payer,non-gaming,Finance (Financial Health & Banking),17,14.31,510,73,,
BRA,payer,non-gaming,On-Demand,18,14.31,664,95,,
CAN,non-payer,Gaming,Hypercasual,3,14.31,29801,4266,,
BRA,payer,non-gaming,Utility & Productivity,7,14.3,35694,5106,,
CAN,payer,non-gaming,Dating,9,14.3,1797,257,,
USA,payer,non-gaming,Social,15,14.3,30316,4334,,
BRA,non-payer,non-gaming,E-Commerce,29,14.3,358417,51236,,
AUS,payer,Gaming,Hypercasual,20,14.3,3252,465,,
AUS,payer,Gaming,Other Gaming,24,14.3,24387,3488,,
IND,payer,Gaming,MidCore,29,14.3,114066,16309,,
KOR,payer,non-gaming,RMG,5,14.29,553,79,,
FRA,payer,non-gaming,On-Demand,6,14.29,84,12,,
CAN,payer,non-gaming,Education,10,14.29,28,4,,
CAN,payer,non-gaming,Education,11,14.29,28,4,,
BRA,payer,non-gaming,Social,16,14.29,12020,1718,,
AUS,non-payer,non-gaming,Education,17,14.29,182,26,,
AUS,payer,non-gaming,Finance (Trading & Investing),18,14.29,70,10,,
AUS,payer,non-gaming,Travel,18,14.29,35,5,,
AUS,payer,non-gaming,Finance (Trading & Investing),19,14.29,70,10,,
CAN,payer,non-gaming,Finance (Financial Health & Banking),30,14.29,70,10,,
FRA,non-payer,Gaming,Other Gaming,9,14.29,387155,55336,,
FRA,non-payer,non-gaming,Health & Fitness,1,14.28,38024,5431,,
FRA,payer,non-gaming,Utility & Productivity,17,14.28,12564,1794,,
AUS,payer,Gaming,MidCore,15,14.28,6548,935,,
DEU,payer,Gaming,Other Gaming,20,14.28,103052,14720,,
USA,payer,non-gaming,Utility & Productivity,9,14.27,83519,11920,,
USA,non-payer,non-gaming,Social,11,14.27,447768,63897,,
DEU,non-payer,non-gaming,Dating,3,14.26,40738,5810,,
KOR,payer,non-gaming,Social,20,14.26,1192,170,,
AUS,payer,non-gaming,Loyalty,26,14.26,3381,482,,
IND,non-payer,Gaming,Hypercasual,4,14.26,779490,111157,,
BRA,payer,non-gaming,Finance (Trading & Investing),8,14.25,11533,1644,,
DEU,payer,non-gaming,Loyalty,20,14.25,14788,2107,,
FRA,payer,non-gaming,Social,20,14.25,2680,382,,
BRA,payer,Gaming,Casino,11,14.25,12895,1838,,
USA,payer,Gaming,Casino,22,14.25,38178,5440,,
DEU,non-payer,non-gaming,Education,5,14.24,1159,165,,
IDN,payer,non-gaming,Finance (Trading & Investing),11,14.24,13845,1971,,
DEU,non-payer,non-gaming,On-Demand,27,14.23,18502,2632,,
FRA,non-payer,Gaming,Hypercasual,3,14.23,94126,13394,,
BRA,non-payer,Gaming,MidCore,6,14.23,1527965,217445,,
CAN,payer,Gaming,MidCore,14,14.23,10278,1463,,
FRA,payer,Gaming,Casino,23,14.23,1265,180,,
USA,non-payer,non-gaming,Dating,3,14.21,197316,28032,,
IND,payer,non-gaming,Utility & Productivity,9,14.21,319563,45405,,
IND,payer,non-gaming,News,15,14.21,1302,185,,
IND,non-payer,Gaming,Other Gaming,21,14.21,3373856,479348,,
DEU,non-payer,non-gaming,Social,9,14.2,61291,8703,,
BRA,non-payer,non-gaming,News,10,14.2,114644,16280,,
CAN,non-payer,non-gaming,Entertainment,18,14.2,7141,1014,,
FRA,payer,Gaming,Hypercasual,18,14.2,12271,1743,,
IND,payer,non-gaming,Social,6,14.19,102169,14499,,
BRA,payer,non-gaming,Generative AI,19,14.19,148,21,,
CAN,payer,Gaming,Casino,23,14.19,2353,334,,
CAN,non-payer,non-gaming,Dating,1,14.18,13151,1865,,
USA,payer,non-gaming,Other Consumer,16,14.18,9577,1358,,
KOR,payer,non-gaming,Travel,19,14.18,7583,1075,,
BRA,non-payer,non-gaming,Finance (Trading & Investing),6,14.17,105473,14947,,
BRA,payer,non-gaming,Finance (Financial Health & Banking),27,14.17,5675,804,,
USA,payer,Gaming,Other Gaming,20,14.17,598507,84792,,
IDN,payer,non-gaming,Social,13,14.16,16612,2352,,
KOR,non-payer,non-gaming,Utility & Productivity,9,14.15,69539,9842,,
CAN,non-payer,non-gaming,Education,15,14.15,410,58,,
BRA,payer,non-gaming,Entertainment,28,14.15,6581,931,,
FRA,non-payer,non-gaming,Generative AI,5,14.14,65361,9241,,
USA,payer,non-gaming,Finance (Trading & Investing),25,14.12,1218,172,,
BRA,payer,non-gaming,Education,8,14.11,163,23,,
FRA,payer,non-gaming,Generative AI,12,14.11,1566,221,,
KOR,non-payer,non-gaming,Education,14,14.11,18979,2678,,
DEU,payer,non-gaming,Generative AI,17,14.11,2155,304,,
IND,payer,non-gaming,Loyalty,4,14.1,4200,592,,
USA,payer,non-gaming,Education,9,14.1,1518,214,,
CAN,payer,non-gaming,Loyalty,22,14.1,7190,1014,,
USA,non-payer,Gaming,Other Gaming,8,14.1,1310913,184892,,
USA,payer,Gaming,MidCore,19,14.1,102938,14511,,
KOR,non-payer,Gaming,Casino,16,14.09,16696,2352,,
DEU,non-payer,non-gaming,Utility & Productivity,6,14.08,41399,5831,,
AUS,payer,non-gaming,Finance (Trading & Investing),16,14.08,71,10,,
CAN,payer,non-gaming,Finance (Financial Health & Banking),28,14.08,71,10,,
CAN,payer,non-gaming,Finance (Financial Health & Banking),29,14.08,71,10,,
AUS,non-payer,non-gaming,Entertainment,23,14.07,4307,606,,
AUS,non-payer,non-gaming,Utility & Productivity,3,14.06,12031,1691,,
USA,non-payer,non-gaming,RMG,9,14.06,124595,17521,,
AUS,payer,non-gaming,Utility & Productivity,19,14.06,896,126,,
DEU,non-payer,non-gaming,Entertainment,20,14.06,11028,1551,,
DEU,payer,Gaming,Hypercasual,18,14.06,16753,2356,,
USA,non-payer,non-gaming,Loyalty,7,14.05,260059,36535,,
KOR,non-payer,non-gaming,Finance (Trading & Investing),10,14.05,99813,14024,,
IDN,non-payer,non-gaming,Loyalty,5,14.04,45796,6429,,
KOR,payer,Gaming,MidCore,10,14.04,96634,13565,,
DEU,non-payer,non-gaming,Loyalty,7,14.03,29793,4179,,
KOR,payer,non-gaming,Health & Fitness,27,14.02,2453,344,,
CAN,payer,Gaming,Other Gaming,22,14.02,51208,7177,,
BRA,payer,non-gaming,News,25,14.01,2906,407,,
USA,payer,non-gaming,RMG,30,14.01,7617,1067,,
IND,non-payer,Gaming,MidCore,8,14.01,1391973,194952,,
AUS,non-payer,Gaming,Other Gaming,11,14.01,71852,10069,,
KOR,non-payer,non-gaming,Dating,4,14,12784,1790,,
FRA,payer,non-gaming,Other Consumer,11,14,2471,346,,
BRA,non-payer,non-gaming,Entertainment,19,14,133178,18642,,
DEU,non-payer,Gaming,Other Gaming,8,14,364681,51063,,
KOR,payer,Gaming,Other Gaming,12,13.99,105126,14705,,
IND,non-payer,Gaming,Other Gaming,22,13.99,3358916,469821,,
USA,non-payer,non-gaming,Education,5,13.98,12326,1723,,
USA,non-payer,non-gaming,Finance (Financial Health & Banking),15,13.98,136112,19032,,
FRA,non-payer,non-gaming,Entertainment,23,13.98,24214,3386,,
IND,payer,Gaming,MidCore,30,13.98,113432,15853,,
AUS,non-payer,non-gaming,Finance (Financial Health & Banking),6,13.96,2206,308,,
IND,non-payer,non-gaming,Finance (Trading & Investing),16,13.96,1118701,156133,,
BRA,non-payer,non-gaming,E-Commerce,30,13.96,356271,49730,,
CAN,non-payer,non-gaming,Generative AI,4,13.95,13381,1867,,
CAN,payer,non-gaming,Generative AI,12,13.94,495,69,,
FRA,payer,non-gaming,Loyalty,23,13.94,14955,2085,,
DEU,payer,non-gaming,Entertainment,26,13.94,1284,179,,
CAN,payer,non-gaming,Utility & Productivity,19,13.93,1637,228,,
KOR,non-payer,non-gaming,Generative AI,11,13.92,86040,11978,,
AUS,payer,non-gaming,Finance (Financial Health & Banking),20,13.92,79,11,,
AUS,payer,non-gaming,Finance (Financial Health & Banking),21,13.92,79,11,,
AUS,payer,non-gaming,Finance (Financial Health & Banking),22,13.92,79,11,,
DEU,non-payer,non-gaming,E-Commerce,28,13.92,53067,7385,,
FRA,non-payer,non-gaming,Travel,25,13.91,7398,1029,,
USA,payer,non-gaming,Unclassified,28,13.91,19608,2727,,
USA,non-payer,Gaming,MidCore,11,13.91,1668167,231983,,
BRA,non-payer,non-gaming,Education,6,13.9,1532,213,,
IDN,payer,non-gaming,Entertainment,25,13.9,5059,703,,
DEU,non-payer,non-gaming,RMG,6,13.89,4155,577,,
CAN,non-payer,non-gaming,Social,7,13.89,14714,2044,,
IDN,payer,non-gaming,Utility & Productivity,7,13.89,21540,2991,,
AUS,non-payer,non-gaming,Education,18,13.89,180,25,,
IDN,non-payer,non-gaming,Social,3,13.88,714303,99129,,
DEU,non-payer,non-gaming,Finance (Financial Health & Banking),14,13.87,14430,2001,,
USA,payer,non-gaming,Loyalty,19,13.87,117612,16309,,
IND,payer,non-gaming,Entertainment,18,13.86,3565,494,,
DEU,payer,non-gaming,Finance (Financial Health & Banking),24,13.86,577,80,,
FRA,non-payer,non-gaming,On-Demand,8,13.85,1437,199,,
FRA,non-payer,non-gaming,RMG,21,13.85,3076,426,,
USA,payer,non-gaming,Entertainment,21,13.85,31186,4318,,
AUS,payer,non-gaming,Loyalty,27,13.85,3357,465,,
DEU,non-payer,non-gaming,On-Demand,28,13.85,18387,2546,,
FRA,payer,Gaming,Other Gaming,21,13.85,112918,15638,,
CAN,non-payer,non-gaming,Health & Fitness,2,13.84,8397,1162,,
USA,non-payer,non-gaming,On-Demand,4,13.84,48900,6770,,
BRA,non-payer,non-gaming,On-Demand,10,13.84,170356,23574,,
FRA,non-payer,non-gaming,Social,14,13.84,36182,5009,,
DEU,payer,non-gaming,Social,22,13.83,5741,794,,
BRA,non-payer,Gaming,Casino,5,13.83,94968,13138,,
KOR,non-payer,non-gaming,News,1,13.82,2062,285,,
DEU,payer,non-gaming,E-Commerce,29,13.82,456,63,,
DEU,payer,non-gaming,E-Commerce,30,13.82,456,63,,
AUS,non-payer,non-gaming,News,7,13.8,1399,193,,
IND,payer,Gaming,Hypercasual,14,13.8,185152,25543,,
BRA,payer,non-gaming,Dating,9,13.79,19903,2745,,
IDN,payer,non-gaming,News,17,13.79,1392,192,,
BRA,payer,non-gaming,Generative AI,23,13.79,145,20,,
BRA,payer,non-gaming,Generative AI,24,13.79,145,20,,
BRA,payer,non-gaming,Generative AI,25,13.79,145,20,,
KOR,non-payer,Gaming,Other Gaming,8,13.79,174808,24100,,
KOR,non-payer,Gaming,Hypercasual,2,13.78,27522,3792,,
IND,payer,Gaming,Other Gaming,12,13.78,412259,56817,,
CAN,payer,Gaming,Casino,24,13.78,2337,322,,
IND,non-payer,non-gaming,Entertainment,4,13.77,222504,30630,,
CAN,non-payer,Gaming,MidCore,8,13.77,102884,14163,,
CAN,non-payer,Gaming,Other Gaming,8,13.77,123386,16991,,
IND,non-payer,Gaming,Other Gaming,23,13.77,3344390,460512,,
AUS,non-payer,non-gaming,Other Consumer,8,13.76,4985,686,,
CAN,non-payer,non-gaming,Education,16,13.76,407,56,,
FRA,payer,Gaming,MidCore,14,13.76,21439,2950,,
IDN,non-payer,non-gaming,Entertainment,14,13.74,122395,16823,,
USA,payer,Gaming,Hypercasual,20,13.74,93457,12845,,
CAN,non-payer,non-gaming,Travel,1,13.73,488,67,,
BRA,payer,non-gaming,Social,17,13.73,11918,1636,,
FRA,payer,non-gaming,Utility & Productivity,18,13.73,12463,1711,,
FRA,non-payer,non-gaming,Utility & Productivity,7,13.72,31614,4339,,
AUS,payer,Gaming,MidCore,16,13.72,6495,891,,
AUS,payer,Gaming,Other Gaming,25,13.72,24175,3316,,
IDN,non-payer,non-gaming,Finance (Trading & Investing),7,13.71,84453,11580,,
BRA,non-payer,non-gaming,Finance (Financial Health & Banking),12,13.71,524638,71940,,
DEU,payer,non-gaming,Loyalty,21,13.71,14664,2011,,
CAN,payer,non-gaming,Entertainment,23,13.71,2320,318,,
USA,payer,non-gaming,Finance (Trading & Investing),26,13.71,1211,166,,
FRA,payer,non-gaming,Health & Fitness,2,13.7,3431,470,,
IDN,payer,non-gaming,Loyalty,4,13.7,73,10,,
USA,payer,non-gaming,Social,16,13.7,30059,4118,,
DEU,payer,non-gaming,Education,18,13.7,73,10,,
IDN,non-payer,non-gaming,On-Demand,16,13.69,32302,4421,,
CAN,payer,non-gaming,Utility & Productivity,20,13.69,1629,223,,
USA,payer,Gaming,Casino,23,13.69,37861,5182,,
USA,payer,non-gaming,Health & Fitness,12,13.68,2682,367,,
KOR,non-payer,non-gaming,Travel,13,13.67,51653,7062,,
KOR,payer,non-gaming,Entertainment,21,13.67,7291,997,,
USA,payer,non-gaming,Finance (Financial Health & Banking),27,13.67,4198,574,,
BRA,payer,Gaming,Hypercasual,14,13.67,63007,8612,,
USA,non-payer,non-gaming,Generative AI,5,13.66,341384,46622,,
CAN,payer,non-gaming,Social,15,13.66,1479,202,,
FRA,payer,non-gaming,Finance (Financial Health & Banking),18,13.66,505,69,,
DEU,payer,Gaming,MidCore,14,13.66,32548,4445,,
BRA,payer,non-gaming,Loyalty,1,13.64,22,3,,
BRA,payer,non-gaming,Loyalty,2,13.64,22,3,,
BRA,payer,non-gaming,Loyalty,3,13.64,22,3,,
BRA,payer,non-gaming,Loyalty,4,13.64,22,3,,
BRA,payer,non-gaming,Loyalty,5,13.64,22,3,,
CAN,payer,non-gaming,Health & Fitness,7,13.64,330,45,,
DEU,payer,non-gaming,Entertainment,27,13.64,1276,174,,
KOR,payer,Gaming,Hypercasual,14,13.64,13031,1777,,
FRA,payer,Gaming,Casino,24,13.64,1254,171,,
AUS,non-payer,non-gaming,Finance (Trading & Investing),12,13.63,7955,1084,,
BRA,payer,Gaming,Other Gaming,16,13.63,259107,35326,,
CAN,payer,Gaming,Hypercasual,21,13.63,6399,872,,
IDN,payer,non-gaming,Other Consumer,11,13.62,323,44,,
DEU,payer,non-gaming,Utility & Productivity,16,13.62,24169,3291,,
AUS,payer,non-gaming,Other Consumer,17,13.62,257,35,,
FRA,payer,non-gaming,Social,21,13.62,2658,362,,
KOR,payer,non-gaming,Finance (Trading & Investing),18,13.61,2183,297,,
AUS,payer,non-gaming,Utility & Productivity,20,13.61,889,121,,
KOR,payer,non-gaming,Social,21,13.61,1183,161,,
IDN,non-payer,non-gaming,Education,4,13.6,5748,782,,
USA,non-payer,non-gaming,Other Consumer,11,13.6,142272,19342,,
USA,payer,non-gaming,Other Consumer,17,13.6,9503,1292,,
AUS,payer,non-gaming,Loyalty,28,13.6,3338,454,,
USA,non-payer,non-gaming,E-Commerce,14,13.59,43602,5926,,
CAN,payer,non-gaming,Loyalty,23,13.59,7129,969,,
FRA,non-payer,Gaming,Casino,16,13.59,19734,2681,,
IND,non-payer,non-gaming,Other Consumer,1,13.58,1244247,169020,,
CAN,non-payer,non-gaming,Finance (Trading & Investing),6,13.58,7622,1035,,
KOR,non-payer,non-gaming,Other Consumer,8,13.58,82465,11200,,
CAN,non-payer,non-gaming,Entertainment,19,13.58,7084,962,,
FRA,non-payer,non-gaming,Entertainment,24,13.58,24060,3268,,
